"","LibID","Library","SECTION","MONTH","YEAR","BibsAdded","ItemsAdded","CATEGORY","SUBCATEGORY"
"126","FM","Flossmoor Public Library","j","January",2011,8,282,"JUVENILE","JUVENILE"
"127","FP","Forest Park Public Library","j","January",2011,9,64,"JUVENILE","JUVENILE"
"128","FP","Forest Park Public Library","a","January",2011,,549,"ADULT","ADULT"
"129","FP","Forest Park Public Library","an","January",2011,,1,"ADULT","ADULT NEW"
"130","FP","Forest Park Public Library","total","January",2011,54,186,"TOTAL","TOTAL"
"131","FP","Forest Park Public Library","j","January",2011,9,261,"JUVENILE","JUVENILE"
"132","FP","Franklin Park Public Library District","j","January",2011,9,64,"JUVENILE","JUVENILE"
"133","FP","Franklin Park Public Library District","a","January",2011,,549,"ADULT","ADULT"
"134","FP","Franklin Park Public Library District","an","January",2011,,1,"ADULT","ADULT NEW"
"135","FP","Franklin Park Public Library District","total","January",2011,54,186,"TOTAL","TOTAL"
"136","FP","Franklin Park Public Library District","j","January",2011,9,261,"JUVENILE","JUVENILE"
"137","FR","Frankfort Public Library District","j","January",2011,47,181,"JUVENILE","JUVENILE"
"138","FR","Frankfort Public Library District","j","January",2011,47,135,"JUVENILE","JUVENILE"
"139","FR","Frankfort Public Library District","total","January",2011,34,147,"TOTAL","TOTAL"
"140","FR","Frankfort Public Library District","il","January",2011,,39,"ILL RECEIVED","ILL RECEIVED"
"141","FR","Frankfort Public Library District","a","January",2011,,357,"ADULT","ADULT"
"142","GA","Glenwood-Lynwood Public Library District -- Bookmobile","j","January",2011,,2,"JUVENILE","JUVENILE"
"143","GA","Glenwood-Lynwood Public Library District -- Bookmobile","total","January",2011,4,35,"TOTAL","TOTAL"
"144","GP","Grande Prairie Public Library District","il","January",2011,,6,"ILL RECEIVED","ILL RECEIVED"
"145","GP","Grande Prairie Public Library District","total","January",2011,21,376,"TOTAL","TOTAL"
"146","GP","Grande Prairie Public Library District","j","January",2011,6,57,"JUVENILE","JUVENILE"
"147","GP","Grande Prairie Public Library District","y","January",2011,,10,"YOUNG ADULT","YOUNG ADULT"
"148","GW","Glenwood-Lynwood Public Library District","y","January",2011,,12,"YOUNG ADULT","YOUNG ADULT"
"149","GW","Glenwood-Lynwood Public Library District","v","January",2011,,118,"ADULT","AUDIO VISUAL"
"150","GW","Glenwood-Lynwood Public Library District","r","January",2011,,15,"RESERVE","RESERVE"
"151","GW","Glenwood-Lynwood Public Library District","m","January",2011,,107,"PERIODICALS","PERIODICALS"
"152","GW","Glenwood-Lynwood Public Library District","y","January",2011,,38,"YOUNG ADULT","YOUNG ADULT"
"153","GW","Glenwood-Lynwood Public Library District","total","January",2011,139,221,"TOTAL","TOTAL"
"154","GW","Glenwood-Lynwood Public Library District","j","January",2011,16,31,"JUVENILE","JUVENILE"
"155","GW","Glenwood-Lynwood Public Library District","il","January",2011,,19,"ILL RECEIVED","ILL RECEIVED"
"156","GW","Glenwood-Lynwood Public Library District","j","January",2011,16,141,"JUVENILE","JUVENILE"
"157","GW","Glenwood-Lynwood Public Library District","a","January",2011,,227,"ADULT","ADULT"
"158","HA","Harvey Public Library District","total","January",2011,4,277,"TOTAL","TOTAL"
"159","HA","Harvey Public Library District","a","January",2011,,24,"ADULT","ADULT"
"160","HA","Harvey Public Library District","j","January",2011,,13,"JUVENILE","JUVENILE"
"161","HD","Hinsdale Public Library","y","January",2011,,58,"YOUNG ADULT","YOUNG ADULT"
"162","HD","Hinsdale Public Library","y","January",2011,,104,"YOUNG ADULT","YOUNG ADULT"
"163","HD","Hinsdale Public Library","j","January",2011,36,305,"JUVENILE","JUVENILE"
"164","HD","Hinsdale Public Library","total","January",2011,165,562,"TOTAL","TOTAL"
"165","HD","Hinsdale Public Library","il","January",2011,,14,"ILL RECEIVED","ILL RECEIVED"
"166","HD","Hinsdale Public Library","a","January",2011,,452,"ADULT","ADULT"
"167","HD","Hinsdale Public Library","j","January",2011,36,28,"JUVENILE","JUVENILE"
"168","HK","Hodgkins Public Library District","an","January",2011,,219,"ADULT","ADULT NEW"
"169","HK","Hodgkins Public Library District","jn","January",2011,,115,"JUVENILE","JUVENILE NEW"
"170","HK","Hodgkins Public Library District","total","January",2011,27,,"TOTAL","TOTAL"
"171","HK","Hodgkins Public Library District","j","January",2011,54,,"JUVENILE","JUVENILE"
"172","HS","Hillside Public Library","a","January",2011,,22,"ADULT","ADULT"
"173","HS","Hillside Public Library","total","January",2011,31,373,"TOTAL","TOTAL"
"174","HS","Hillside Public Library","j","January",2011,7,150,"JUVENILE","JUVENILE"
"175","HW","Homewood Public Library District","j","January",2011,39,264,"JUVENILE","JUVENILE"
"176","HW","Homewood Public Library District","b","January",2011,,2,"ADULT","ADULT BIOGRAPHY"
"177","HW","Homewood Public Library District","an","January",2011,,300,"ADULT","ADULT NEW"
"178","HW","Homewood Public Library District","jn","January",2011,,120,"JUVENILE","JUVENILE NEW"
"179","HW","Homewood Public Library District","total","January",2011,162,867,"TOTAL","TOTAL"
"180","IN","Indian Prairie Public Library District","j","January",2011,44,704,"JUVENILE","JUVENILE"
"181","IN","Indian Prairie Public Library District","total","January",2011,337,584,"TOTAL","TOTAL"
"182","IN","Indian Prairie Public Library District","j","January",2011,44,268,"JUVENILE","JUVENILE"
"183","IN","Indian Prairie Public Library District","y","January",2011,,56,"YOUNG ADULT","YOUNG ADULT"
"184","IN","Indian Prairie Public Library District","y","January",2011,,25,"YOUNG ADULT","YOUNG ADULT"
"185","IN","Indian Prairie Public Library District","a","January",2011,,789,"ADULT","ADULT"
"186","JD","Justice Public Library District","a","January",2011,,67,"ADULT","ADULT"
"187","JD","Justice Public Library District","total","January",2011,24,85,"TOTAL","TOTAL"
"188","JD","Justice Public Library District","j","January",2011,4,11,"JUVENILE","JUVENILE"
"189","JD","Justice Public Library District","j","January",2011,4,20,"JUVENILE","JUVENILE"
"190","LG","LaGrange Public Library","ad","January",2011,,1,"ADULT","ADULT DISPLAY"
"191","LG","LaGrange Public Library","y","January",2011,,49,"YOUNG ADULT","YOUNG ADULT"
"192","LG","LaGrange Public Library","il","January",2011,,7,"ILL RECEIVED","ILL RECEIVED"
"193","LG","LaGrange Public Library","j","January",2011,13,150,"JUVENILE","JUVENILE"
"194","LG","LaGrange Public Library","total","January",2011,69,558,"TOTAL","TOTAL"
"195","LG","LaGrange Public Library","an","January",2011,,409,"ADULT","ADULT NEW"
"196","LP","LaGrange Park Public Library District","total","January",2011,17,485,"TOTAL","TOTAL"
"197","LP","LaGrange Park Public Library District","il","January",2011,,27,"ILL RECEIVED","ILL RECEIVED"
"198","LP","LaGrange Park Public Library District","j","January",2011,38,253,"JUVENILE","JUVENILE"
"199","LY","Lyons Public Library","total","January",2011,46,284,"TOTAL","TOTAL"
"200","LY","Lyons Public Library","an","January",2011,,169,"ADULT","ADULT NEW"
"201","LY","Lyons Public Library","jn","January",2011,,51,"JUVENILE","JUVENILE NEW"
"202","LY","Lyons Public Library","anv","January",2011,,67,"ADULT","ADULT NEW AUDIO VISUAL"
"203","LY","Lyons Public Library","j","January",2011,40,71,"JUVENILE","JUVENILE"
"204","MA","The Morton Arboretum -- Sterling Morton Library","r","January",2011,,1,"RESERVE","RESERVE"
"205","MA","The Morton Arboretum -- Sterling Morton Library","total","January",2011,1,32,"TOTAL","TOTAL"
"206","MA","The Morton Arboretum -- Sterling Morton Library","a","January",2011,,1,"ADULT","ADULT"
"207","MC","McCook Public Library District","total","January",2011,29,34,"TOTAL","TOTAL"
"208","MC","McCook Public Library District","jn","January",2011,,6,"JUVENILE","JUVENILE NEW"
"209","MC","McCook Public Library District","an","January",2011,,162,"ADULT","ADULT NEW"
"210","MC","McCook Public Library District","ad","January",2011,,77,"ADULT","ADULT DISPLAY"
"211","MC","McCook Public Library District","jd","January",2011,,7,"JUVENILE","JUVENILE DISPLAY"
"212","MC","McCook Public Library District","j","January",2011,1,,"JUVENILE","JUVENILE"
"213","MD","Midlothian Public Library","total","January",2011,51,211,"TOTAL","TOTAL"
"214","MD","Midlothian Public Library","j","January",2011,1,111,"JUVENILE","JUVENILE"
"215","MD","Midlothian Public Library","a","January",2011,,186,"ADULT","ADULT"
"216","MD","Midlothian Public Library","j","January",2011,1,30,"JUVENILE","JUVENILE"
"217","MD","Midlothian Public Library","y","January",2011,,30,"YOUNG ADULT","YOUNG ADULT"
"218","MD","Midlothian Public Library","y","January",2011,,28,"YOUNG ADULT","YOUNG ADULT"
"219","MD","Midlothian Public Library","il","January",2011,,5,"ILL RECEIVED","ILL RECEIVED"
"220","MK","Markham Public Library -- Bradford Anderson Oglesby Library","j","January",2011,,12,"JUVENILE","JUVENILE"
"221","MK","Markham Public Library -- Bradford Anderson Oglesby Library","total","January",2011,40,51,"TOTAL","TOTAL"
"222","MK","Markham Public Library -- Bradford Anderson Oglesby Library","a","January",2011,,27,"ADULT","ADULT"
"223","MK","Markham Public Library -- Bradford Anderson Oglesby Library","y","January",2011,,5,"YOUNG ADULT","YOUNG ADULT"
"224","MP","Melrose Park Public Library","y","January",2011,,20,"YOUNG ADULT","YOUNG ADULT"
"225","MP","Melrose Park Public Library","a","January",2011,,88,"ADULT","ADULT"
"226","MP","Melrose Park Public Library","y","January",2011,,51,"YOUNG ADULT","YOUNG ADULT"
"227","MP","Melrose Park Public Library","j","January",2011,27,79,"JUVENILE","JUVENILE"
"228","MP","Melrose Park Public Library","q","January",2011,,1,"ADULT","ADULT CLASSIC"
"229","MP","Melrose Park Public Library","total","January",2011,86,126,"TOTAL","TOTAL"
"230","MP","Melrose Park Public Library","l","January",2011,,69,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"231","MP","Melrose Park Public Library","jl","January",2011,,29,"JUVENILE","JUV FOREIGN LANG"
"232","MP","Melrose Park Public Library","jn","January",2011,,2,"JUVENILE","JUVENILE NEW"
"233","MP","Melrose Park Public Library","j","January",2011,27,81,"JUVENILE","JUVENILE"
"234","MT","Matteson Area Public Library District","total","January",2011,88,425,"TOTAL","TOTAL"
"235","MT","Matteson Area Public Library District","j","January",2011,87,310,"JUVENILE","JUVENILE"
"236","MT","Matteson Area Public Library District","ye","January",2011,,2,"YOUNG ADULT","YOUNG ADULT LIFE"
"237","MT","Matteson Area Public Library District","an","January",2011,,252,"ADULT","ADULT NEW"
"238","MW","Maywood Public Library District","total","January",2011,12,115,"TOTAL","TOTAL"
"239","MW","Maywood Public Library District","an","January",2011,,107,"ADULT","ADULT NEW"
"240","MW","Maywood Public Library District","j","January",2011,,47,"JUVENILE","JUVENILE"
"241","NL","Northlake Public Library District","total","January",2011,60,40,"TOTAL","TOTAL"
"242","NL","Northlake Public Library District","an","January",2011,,378,"ADULT","ADULT NEW"
"243","NL","Northlake Public Library District","jn","January",2011,,46,"JUVENILE","JUVENILE NEW"
"244","NL","Northlake Public Library District","j","January",2011,27,165,"JUVENILE","JUVENILE"
"245","NR","North Riverside Public Library District","y","January",2011,,1,"YOUNG ADULT","YOUNG ADULT"
"246","NR","North Riverside Public Library District","j","January",2011,4,36,"JUVENILE","JUVENILE"
"247","NR","North Riverside Public Library District","y","January",2011,,38,"YOUNG ADULT","YOUNG ADULT"
"248","NR","North Riverside Public Library District","a","January",2011,,110,"ADULT","ADULT"
"249","NR","North Riverside Public Library District","total","January",2011,9,104,"TOTAL","TOTAL"
"250","NR","North Riverside Public Library District","j","January",2011,4,62,"JUVENILE","JUVENILE"
"251","OE","Oak Park Public Library -- Dole Branch Library","jv","January",2011,,4,"JUVENILE","JUVENILE VIDEO"
"252","OE","Oak Park Public Library -- Dole Branch Library","r","January",2011,,1,"RESERVE","RESERVE"
"253","OE","Oak Park Public Library -- Dole Branch Library","j","January",2011,2,40,"JUVENILE","JUVENILE"
"254","OE","Oak Park Public Library -- Dole Branch Library","ym","January",2011,,1,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"255","OE","Oak Park Public Library -- Dole Branch Library","s","January",2011,,1,"BROWSING","BROWSING"
"256","OE","Oak Park Public Library -- Dole Branch Library","total","January",2011,56,34,"TOTAL","TOTAL"
"257","OE","Oak Park Public Library -- Dole Branch Library","m","January",2011,,43,"PERIODICALS","PERIODICALS"
"258","OE","Oak Park Public Library -- Dole Branch Library","total","January",2011,56,58,"TOTAL","TOTAL"
"259","OE","Oak Park Public Library -- Dole Branch Library","jm","January",2011,,5,"JUVENILE","JUV PERIODICALS"
"260","OE","Oak Park Public Library -- Dole Branch Library","y","January",2011,,1,"YOUNG ADULT","YOUNG ADULT"
"261","OL","Oak Lawn Public Library","rj","January",2011,,15,"CAREER","CAREER"
"262","OL","Oak Lawn Public Library","h","January",2011,,1,"UNKNOWN","UNKNOWN"
"263","OL","Oak Lawn Public Library","r","January",2011,,28,"RESERVE","RESERVE"
"264","OL","Oak Lawn Public Library","an","January",2011,,30,"ADULT","ADULT NEW"
"265","OL","Oak Lawn Public Library","y","January",2011,,78,"YOUNG ADULT","YOUNG ADULT"
"266","OL","Oak Lawn Public Library","f","January",2011,,240,"FICTION","FICTION"
"267","OL","Oak Lawn Public Library","t","January",2011,,78,"LARGE TYPE","LARGE TYPE"
"268","OL","Oak Lawn Public Library","v","January",2011,,267,"ADULT","AUDIO VISUAL"
"269","OL","Oak Lawn Public Library","jv","January",2011,,7,"JUVENILE","JUVENILE VIDEO"
"270","OL","Oak Lawn Public Library","j","January",2011,93,235,"JUVENILE","JUVENILE"
"271","OL","Oak Lawn Public Library","b","January",2011,,3,"ADULT","ADULT BIOGRAPHY"
"272","OL","Oak Lawn Public Library","total","January",2011,339,349,"TOTAL","TOTAL"
"273","OL","Oak Lawn Public Library","jp","January",2011,,44,"JUVENILE","JUV PAPERBACKS"
"274","OL","Oak Lawn Public Library","p","January",2011,,73,"ADULT","ADULT PAPERBACK"
"275","OL","Oak Lawn Public Library","jf","January",2011,,29,"JUVENILE","JUV FICTION"
"276","OL","Oak Lawn Public Library","rd","January",2011,,6,"UNKNOWN","UNKNOWN"
"277","OP","Oak Park Public Library -- Main Library","r","January",2011,,34,"RESERVE","RESERVE"
"278","OP","Oak Park Public Library -- Main Library","ym","January",2011,,8,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"279","OP","Oak Park Public Library -- Main Library","s","January",2011,,107,"BROWSING","BROWSING"
"280","OP","Oak Park Public Library -- Main Library","jm","January",2011,,46,"JUVENILE","JUV PERIODICALS"
"281","OP","Oak Park Public Library -- Main Library","m","January",2011,,264,"PERIODICALS","PERIODICALS"
"282","OP","Oak Park Public Library -- Main Library","e","January",2011,,3,"ERROR","ERROR"
"283","OP","Oak Park Public Library -- Main Library","ys","January",2011,,5,"YOUNG ADULT","YOUNG ADULT BROWSING"
"284","OP","Oak Park Public Library -- Main Library","v","January",2011,,188,"ADULT","AUDIO VISUAL"
"285","OP","Oak Park Public Library -- Main Library","total","January",2011,707,1341,"TOTAL","TOTAL"
"286","OP","Oak Park Public Library -- Main Library","y","January",2011,,1,"YOUNG ADULT","YOUNG ADULT"
"287","OP","Oak Park Public Library -- Main Library","j","January",2011,17,164,"JUVENILE","JUVENILE"
"288","OP","Oak Park Public Library -- Main Library","jv","January",2011,,149,"JUVENILE","JUVENILE VIDEO"
"289","OP","Oak Park Public Library -- Main Library","il","January",2011,,50,"ILL RECEIVED","ILL RECEIVED"
"290","OZ","Oak Park Public Library -- Maze Branch Library","r","January",2011,,2,"RESERVE","RESERVE"
"291","OZ","Oak Park Public Library -- Maze Branch Library","jv","January",2011,,7,"JUVENILE","JUVENILE VIDEO"
"292","OZ","Oak Park Public Library -- Maze Branch Library","s","January",2011,,1,"BROWSING","BROWSING"
"293","OZ","Oak Park Public Library -- Maze Branch Library","m","January",2011,,56,"PERIODICALS","PERIODICALS"
"294","OZ","Oak Park Public Library -- Maze Branch Library","ys","January",2011,,1,"YOUNG ADULT","YOUNG ADULT BROWSING"
"295","OZ","Oak Park Public Library -- Maze Branch Library","ym","January",2011,,1,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"296","OZ","Oak Park Public Library -- Maze Branch Library","total","January",2011,78,41,"TOTAL","TOTAL"
"297","OZ","Oak Park Public Library -- Maze Branch Library","j","January",2011,2,49,"JUVENILE","JUVENILE"
"298","OZ","Oak Park Public Library -- Maze Branch Library","total","January",2011,78,76,"TOTAL","TOTAL"
"299","OZ","Oak Park Public Library -- Maze Branch Library","jm","January",2011,,4,"JUVENILE","JUV PERIODICALS"
"300","PC","Prairie State College -- Library","r","January",2011,,5,"RESERVE","RESERVE"
